23166	STAB1
80199	FUZ
6540	SLC6A13
3423	IDS
5646	PRSS3
7752	ZNF200
920	CD4
10233	LRRC23
695	BTK
3077	HFE
22955	SCMH1
2534	FYN
3097	HIVEP2
2326	FMO1
6924	ELOA
11313	LYPLA2
1185	CLCN6
9902	MRC2
654364	NME1-NME2
6534	SLC6A7
10867	TSPAN9
55727	BTBD7
9546	APBA3
54903	MKS1
51099	ABHD5
3730	ANOS1
26993	AKAP8L
54799	MBTD1
51096	UTP18
54476	RNF216
54902	TTC19
5725	PTBP1
8193	DPF1
9066	SYT7
23395	LARS2
5286	PIK3C2A
5329	PLAUR
54443	ANLN
58525	WIZ
23637	RABGAP1
1634	DCN
54814	QPCTL
5536	PPP5C
23177	CEP68
8491	MAP4K3
27033	ZBTB32
7305	TYROBP
57146	LDAF1
2556	GABRA3
672	BRCA1
2067	ERCC1
933	CD22
7869	SEMA3B
51360	MBTPS2
4007	PRICKLE3
4057	LTF
2137	EXTL3
9971	NR1H4
60481	ELOVL5
240	ALOX5
8284	KDM5D
57658	CALCOCO1
55148	UBR7
11183	MAP4K5
30845	EHD3
5704	PSMC4
23324	MAN2B2
57709	SLC7A14
5010	CLDN11
51629	SLC25A39
9961	MVP
51667	NUB1
5238	PGM3
112611	RWDD2A
1195	CLK1
55703	POLR3B
23357	ANGEL1
9604	RNF14
1774	DNASE1L1
1663	DDX11
50865	HEBP1
9052	GPRC5A
10046	MAMLD1
923	CD6
10460	TACC3
23376	UFL1
23649	POLA2
23144	ZC3H3
823	CAPN1
55	ACP3
4190	MDH1
10463	SLC30A9
10903	MTMR11
1355	COX15
440193	CCDC88C
10138	YAF2
10771	ZMYND11
7454	WAS
1800	DPEP1
637	BID
9782	MATR3
29881	NPC1L1
64132	XYLT2
84220	RGPD5
81551	STMN4
23386	NUDCD3
3670	ISL1
55349	CHDH
53832	IL20RA
1179	CLCA1
22802	CLCA4
55830	GLT8D1
27032	ATP2C1
3479	IGF1
92745	SLC38A5
10928	RALBP1
22902	RUFY3
1272	CNTN1
6556	SLC11A1
25937	WWTR1
8540	AGPS
646915	ZNF806
63932	STEEP1
477	ATP1A2
55622	TTC27
147948	ZNF582
23584	VSIG2
23187	PHLDB1
8685	MARCO
1591	CYP24A1
56981	PRDM11
57586	SYT13
6591	SNAI2
972	CD74
3082	HGF
54764	ZRANB1
23154	NCDN
25960	ADGRA2
155100	CCT8L1P
55734	ZFP64
4331	MNAT1
23034	SAMD4A
864	RUNX3
4361	MRE11
58473	PLEKHB1
1992	SERPINB1
64816	CYP3A43
11136	SLC7A9
6683	SPAST
9369	NRXN3
114879	OSBPL5
9716	AQR
1373	CPS1
732	C8B
2273	FHL1
51507	RTF2
2554	GABRA1
55655	NLRP2
57210	SLC45A4
9921	RNF10
55778	ZNF839
64429	ZDHHC6
57476	GRAMD1B
6050	RNH1
4719	NDUFS1
9821	RB1CC1
23071	ERP44
211	ALAS1
330	BIRC3
11215	AKAP11
51022	GLRX2
6617	SNAPC1
51071	DERA
11171	STRAP
1244	ABCC2
50619	DEF6
51177	PLEKHO1
2730	GCLM
23304	UBR2
30846	EHD2
55635	DEPDC1
25901	CCDC28A
58528	RRAGD
3298	HSF2
51230	PHF20
8630	HSD17B6
10062	NR1H3
1890	TYMP
29781	NCAPH2
10953	TOMM34
11231	SEC63
23633	KPNA6
7431	VIM
100533107	RTEL1-TNFRSF6B
355	FAS
8635	RNASET2
960	CD44
3755	KCNG1
56895	AGPAT4
57823	SLAMF7
11119	BTN3A1
4285	MIPEP
5583	PRKCH
3645	INSRR
3459	IFNGR1
11285	B4GALT7
9047	SH2D2A
7444	VRK2
7133	TNFRSF1B
55591	VEZT
5452	POU2F2
65980	BRD9
6642	SNX1
9519	TBPL1
56938	ARNTL2
9774	BCLAF1
55334	SLC39A9
286	ANK1
3381	IBSP
51106	TFB1M
9135	RABEP1
3149	HMGB3
23279	NUP160
578	BAK1
4593	MUSK
22807	IKZF2
2896	GRN
51306	FAM13B
57514	ARHGAP31
55166	CENPQ
6301	SARS1
8498	RANBP3
5926	ARID4A
7260	EIPR1
10908	PNPLA6
8100	IFT88
56052	ALG1
55596	ZCCHC8
10061	ABCF2
54480	CHPF2
57554	LRRC7
2530	FUT8
55236	UBA6
9846	GAB2
535	ATP6V0A1
8554	PIAS1
9497	SLC4A7
321	APBA2
5606	MAP2K3
79645	EFCAB1
9168	TMSB10
28990	ASTE1
25897	RNF19A
8504	PEX3
11345	GABARAPL2
4653	MYOC
26751	SH3YL1
84908	FAM136A
7414	VCL
55789	DEPDC1B
23604	DAPK2
8439	NSMAF
159	ADSS2
26228	STAP1
7077	TIMP2
5981	RFC1
55773	TBC1D23
8452	CUL3
9172	MYOM2
5009	OTC
10858	CYP46A1
26009	ZZZ3
6570	SLC18A1
9099	USP2
846	CASR
27175	TUBG2
51121	RPL26L1
2324	FLT4
54888	NSUN2
54455	FBXO42
4238	MFAP3
84245	MRI1
4234	METTL1
3224	HOXC8
175	AGA
55300	PI4K2B
259282	BOD1L1
27430	MAT2B
7092	TLL1
23644	EDC4
7204	TRIO
1462	VCAN
23274	CLEC16A
4481	MSR1
999	CDH1
23517	MTREX
1767	DNAH5
9765	ZFYVE16
79567	RIPOR1
729	C6
26064	RAI14
11063	SOX30
11284	PNKP
54831	BEST2
23035	PHLPP2
54908	SPDL1
27067	STAU2
54896	SLC66A1
1497	CTNS
65078	RTN4R
79142	PHF23
1008	CDH10
3631	INPP4A
5874	RAB27B
5685	PSMA4
23026	MYO16
55341	LSG1
10039	PARP3
3371	TNC
90326	THAP3
140876	RIPOR3
55775	TDP1
84883	AIFM2
56918	C2orf83
55812	SPATA7
9440	MED17
54884	RETSAT
822	CAPG
1175	AP2S1
7399	USH2A
11055	ZPBP
7038	TG
10863	ADAM28
8538	BARX2
54165	DCUN1D1
23338	JADE2
7546	ZIC2
3937	LCP2
54802	TRIT1
153	ADRB1
2981	GUCA2B
9820	CUL7
1495	CTNNA1
5256	PHKA2
54875	CNTLN
2042	EPHA3
3309	HSPA5
1829	DSG2
54960	GEMIN8
8481	OFD1
2824	GPM6B
51438	MAGEC2
80243	PREX2
22884	WDR37
64848	YTHDC2
56474	CTPS2
51606	ATP6V1H
5431	POLR2B
56204	FAM214A
116984	ARAP2
7175	TPR
1356	CP
23247	KATNIP
84062	DTNBP1
7504	XK
57101	ANO2
57102	C12orf4
6322	SCML1
55841	WWC3
395	ARHGAP6
27146	FAM184B
4134	MAP4
57120	GOPC
6098	ROS1
57646	USP28
9734	HDAC9
26262	TSPAN17
51491	NOP16
57545	CC2D2A
50484	RRM2B
168850	ZNF800
608	TNFRSF17
92017	SNX29
55885	LMO3
55173	MRPS10
2978	GUCA1A
51773	RSF1
55187	VPS13D
10659	CELF2
23196	FAM120A
23518	R3HDM1
1298	COL9A2
4254	KITLG
1161	ERCC8
11174	ADAMTS6
9563	H6PD
9341	VAMP3
8863	PER3
10911	UTS2
3604	TNFRSF9
55040	EPN3
4052	LTBP1
5954	RCN1
2006	ELN
5982	RFC2
57492	ARID1B
81037	CLPTM1L
23327	NEDD4L
50943	FOXP3
89801	PPP1R3F
3074	HEXB
79810	PTCD2
340533	NEXMIF
51528	JKAMP
27122	DKK3
7984	ARHGEF5
9603	NFE2L3
63933	MCUR1
51474	LIMA1
25875	LETMD1
9498	SLC4A8
10319	LAMC3
5733	PTGER3
79931	TNIP3
5601	MAPK9
91522	COL23A1
9564	BCAR1
84067	FHIP1B
9709	HERPUD1
9454	HOMER3
5888	RAD51
10721	POLQ
5291	PIK3CB
1535	CYBA
84321	THOC3
23593	HEBP2
10198	MPHOSPH9
54477	PLEKHA5
5652	PRSS8
80143	SIKE1
23223	RRP12
57600	FNIP2
6307	MSMO1
55761	TTC17
60529	ALX4
23105	FSTL4
1112	FOXN3
728464	METTL24
8574	AKR7A2
51154	MRTO4
4826	NNAT
55850	USE1
23101	MCF2L2
83714	NRIP2
3909	LAMA3
55745	AP5M1
29945	ANAPC4
3784	KCNQ1
27095	TRAPPC3
9967	THRAP3
29085	PHPT1
954	ENTPD2
4065	LY75
51742	ARID4B
23596	OPN3
10806	SDCCAG8
5798	PTPRN
55733	HHAT
23095	KIF1B
2296	FOXC1
25771	TBC1D22A
23224	SYNE2
57475	PLEKHH1
10079	ATP9A
23626	SPO11
140689	CBLN4
25884	CHRDL2
23201	FAM168A
84957	RELT
2581	GALC
51602	NOP58
26099	SZRD1
3757	KCNH2
8454	CUL1
10827	FAM114A2
26999	CYFIP2
23118	TAB2
116254	GINM1
5610	EIF2AK2
57602	USP36
58508	KMT2C
55283	MCOLN3
114800	CCDC85A
23369	PUM2
84545	MRPL43
3700	ITIH4
3697	ITIH1
54969	HPF1
51663	ZFR
55609	ZNF280C
10886	NPFFR2
112885	PHF21B
7185	TRAF1
54542	RC3H2
55540	IL17RB
10758	TRAF3IP2
8908	GYG2
131566	DCBLD2
6317	SERPINB3
6646	SOAT1
5318	PKP2
4438	MSH4
2155	F7
2665	GDI2
639	PRDM1
9474	ATG5
57458	TMCC3
57095	PITHD1
57504	MTA3
8975	USP13
23200	ATP11B
3918	LAMC2
5218	CDK14
29927	SEC61A1
4659	PPP1R12A
5923	RASGRF1
816	CAMK2B
9696	CROCC
55718	POLR3E
493	ATP2B4
9877	ZC3H11A
55781	RIOK2
54432	YIPF1
55706	NDC1
1608	DGKG
84256	FLYWCH1
64718	UNKL
6916	TBXAS1
64761	PARP12
5832	ALDH18A1
6894	TARBP1
5188	GATB
4084	MXD1
5128	CDK17
548645	DNAJC25
6515	SLC2A3
5662	PSD
9150	CTDP1
8531	YBX3
55359	STYK1
65125	WNK1
442216	RPS17P5
55749	CCAR1
11054	OGFR
2769	GNA15
84699	CREB3L3
55650	PIGV
10076	PTPRU
9410	SNRNP40
23504	RIMBP2
1301	COL11A1
79832	QSER1
51660	MPC1
30	ACAA1
586	BCAT1
51564	HDAC7
11178	LZTS1
93166	PRDM6
7478	WNT8A
6676	SPAG4
10787	NCKAP1
60488	MRPS35
2983	GUCY1B1
6433	SFSWAP
10188	TNK2
23041	MON2
1001	CDH3
416	ARSF
65056	GPBP1
84649	DGAT2
7771	ZNF112
1431	CS
4058	LTK
64951	MRPS24
63916	ELMO2
23063	WAPL
81671	VMP1
10513	APPBP2
5424	POLD1
124925	SEZ6
1975	EIF4B
28968	SLC6A16
29998	BICRA
56848	SPHK2
6141	RPL18
770	CA11
79763	ISOC2
11338	U2AF2
29924	EPN1
55588	MED29
57491	AHRR
2928	GSC2
10838	ZNF275
8776	MTMR1
2817	GPC1
57143	ADCK1
3029	HAGH
6047	RNF4
841	CASP8
22998	LIMCH1
55726	INTS13
51768	TM7SF3
1747	DLX3
53340	SPA17
10077	TSPAN32
8839	CCN5
58524	DMRT3
10402	ST3GAL6
9914	ATP2C2
4804	NGFR
50937	CDON
6873	TAF2
28996	HIPK2
23534	TNPO3
8625	RFXANK
54929	TMEM161A
9170	LPAR2
5476	CTSA
10147	SUGP2
6558	SLC12A2
28966	SNX24
2139	EYA2
1265	CNN2
10347	ABCA7
9627	SNCAIP
11218	DDX20
53339	BTBD1
55711	FAR2
8537	BCAS1
5449	POU1F1
1117	CHI3L2
22904	SBNO2
5378	PMS1
10362	HMG20B
10203	CALCRL
6882	TAF11
23294	ANKS1A
8943	AP3D1
7629	ZNF76
9351	SLC9A3R2
4913	NTHL1
54887	UHRF1BP1
2773	GNAI3
3843	IPO5
4942	OAT
10885	WDR3
5586	PKN2
57418	WDR18
9697	TRAM2
9423	NTN1
9340	GLP2R
55388	MCM10
1606	DGKA
2065	ERBB3
54763	ROPN1
91526	ANKRD44
3735	KARS1
23536	ADAT1
10954	PDIA5
55633	TBC1D22B
4710	NDUFB4
23013	SPEN
4638	MYLK
55854	ZC3H15
6416	MAP2K4
55248	PACC1
9892	SNAP91
9748	SLK
51167	CYB5R4
1308	COL17A1
119391	GSTO2
55176	SEC61A2
5588	PRKCQ
7089	TLE2
51665	ASB1
83641	FAM107B
4199	ME1
23216	TBC1D1
8621	CDK13
10797	MTHFD2
84679	SLC9A7
55810	FOXJ2
4904	YBX1
5141	PDE4A
5525	PPP2R5A
1496	CTNNA2
1994	ELAVL1
7075	TIE1
57609	DIP2B
6602	SMARCD1
9682	KDM4A
4802	NFYC
84217	ZMYND12
6550	SLC9A3
25791	NGEF
259266	ASPM
8832	CD84
64834	ELOVL1
6688	SPI1
30834	POLR1H
744	MPPED2
51208	CLDN18
27107	ZBTB11
4287	ATXN3
9950	GOLGA5
2263	FGFR2
55631	LRRC40
51015	ISOC1
2009	EML1
60487	TRMT11
55623	THUMPD1
91283	MSANTD3
26153	KIF26A
55102	ATG2B
10565	ARFGEF1
348158	ACSM2B
57623	ZFAT
9650	MTFR1
10734	STAG3
2235	FECH
4649	MYO9A
8653	DDX3Y
5214	PFKP
3422	IDI1
6672	SP100
1316	KLF6
8611	PLPP1
4756	NEO1
23471	TRAM1
5255	PHKA1
7132	TNFRSF1A
782	CACNB1
7813	EVI5
9399	STOML1
5315	PKM
54505	DHX29
30836	DNTTIP2
79091	METTL22
7158	TP53BP1
7216	TRO
51018	RRP15
387	RHOA
1659	DHX8
5382	PMS2P4
5590	PRKCZ
7544	ZFY
55699	IARS2
6857	SYT1
89795	NAV3
3421	IDH3G
79641	ROGDI
57595	PDZD4
492	ATP2B3
6093	ROCK1
865	CBFB
5165	PDK3
8692	HYAL2
9759	HDAC4
11186	RASSF1
2261	FGFR3
3430	IFI35
63897	HEATR6
80347	COASY
79990	PLEKHH3
4205	MEF2A
55593	OTUD5
7030	TFE3
4943	TBC1D25
2182	ACSL4
3632	INPP5A
27238	GPKOW
56850	GRIPAP1
24140	FTSJ1
55771	PRR11
65055	REEP1
23250	ATP11A
25885	POLR1A
9741	LAPTM4A
57217	TTC7A
51447	IP6K2
286749	STON1-GTF2A1L
55133	SRBD1
3796	KIF2A
10235	RASGRP2
23198	PSME4
57560	IFT80
22933	SIRT2
27248	ERLEC1
5526	PPP2R5B
5837	PYGM
8712	PAGE1
5307	PITX1
57113	TRPC7
375449	MAST4
221395	ADGRF5
54549	SDK2
8756	ADAM7
55746	NUP133
64710	NUCKS1
55737	VPS35
10294	DNAJA2
602	BCL3
8514	KCNAB2
10060	ABCC9
51083	GAL
29121	CLEC2D
139341	FUNDC1
4129	MAOB
6095	RORA
1815	DRD4
7049	TGFBR3
8399	PLA2G10
54626	HES2
483	ATP1B3
4734	NEDD4
9488	PIGB
5597	MAPK6
10681	GNB5
5873	RAB27A
27440	HDHD5
7353	UFD1
4040	LRP6
2984	GUCY2C
6343	SCT
57661	PHRF1
8518	ELP1
4925	NUCB2
5217	PFN2
5774	PTPN3
6710	SPTB
27071	DAPP1
2255	FGF10
23446	SLC44A1
54916	TMEM260
23293	SMG6
10640	EXOC5
8218	CLTCL1
27006	FGF22
10272	FSTL3
9993	DGCR2
55658	RNF126
4335	MNT
79364	ZXDC
23210	JMJD6
5423	POLB
55808	ST6GALNAC1
55062	WIPI1
22844	FRMPD1
57704	GBA2
3340	NDST1
440	ASNS
10947	AP3M2
1258	CNGB1
10610	ST6GALNAC2
1103	CHAT
26986	PABPC1
10420	TESK2
29105	CFAP20
1459	CSNK2A2
11099	PTPN21
8891	EIF2B3
815	CAMK2A
6949	TCOF1
998	CDC42
26031	OSBPL3
2046	EPHA8
6559	SLC12A3
56852	RAD18
490	ATP2B1
29850	TRPM5
8440	NCK2
9448	MAP4K4
11320	MGAT4A
6160	RPL31
9948	WDR1
23161	SNX13
54860	MS4A12
79658	ARHGAP10
6196	RPS6KA2
54556	ING3
22846	VASH1
29995	LMCD1
114049	BUD23
6400	SEL1L
9319	TRIP13
537	ATP6AP1
6929	TCF3
28951	TRIB2
26528	DAZAP1
53615	MBD3
51052	PRLH
6596	HLTF
9130	FAM50A
60343	FAM3A
29894	CPSF1
140469	MYO3B
79901	CYBRD1
28513	CDH19
5134	PDCD2
55117	SLC6A15
51109	RDH11
5566	PRKACA
22859	ADGRL1
6694	SPP2
87	ACTN1
23503	ZFYVE26
27330	RPS6KA6
22905	EPN2
26469	PTPN18
55679	LIMS2
55515	ASIC4
10290	SPEG
84708	LNX1
224	ALDH3A2
7037	TFRC
6720	SREBF1
7224	TRPC5
27125	AFF4
7321	UBE2D1
64398	PALS1
9886	RHOBTB1
8243	SMC1A
3028	HSD17B10
2011	MARK2
3161	HMMR
55743	CHFR
29953	TRHDE
8974	P4HA2
2213	FCGR2B
4775	NFATC3
51095	TRNT1
37	ACADVL
6793	STK10
23291	FBXW11
9744	ACAP1
1400	CRMP1
2121	EVC
51009	DERL2
54847	SIDT1
54820	NDE1
10335	IRAG1
79041	TMEM38A
8907	AP1M1
5817	PVR
7515	XRCC1
949	SCARB1
54905	CYP2W1
4171	MCM2
54456	MOV10L1
56666	PANX2
83642	SELENOO
8626	TP63
80216	ALPK1
3993	LLGL2
5151	PDE8A
1183	CLCN4
54475	NLE1
6389	SDHA
6605	SMARCE1
54752	FNDC8
55876	GSDMB
5927	KDM5A
4185	ADAM11
5523	PPP2R3A
10979	FERMT2
8647	ABCB11
10170	DHRS9
922	CD5L
5743	PTGS2
10644	IGF2BP2
9175	MAP3K13
6480	ST6GAL1
30009	TBX21
10129	FRY
8301	PICALM
4905	NSF
2736	GLI2
23332	CLASP1
65993	MRPS34
4854	NOTCH3
1207	CLNS1A
5522	PPP2R2C
8463	TEAD2
8726	EED
54825	CDHR2
6620	SNCB
7251	TSG101
55421	NCBP3
489	ATP2A3
771	CA12
11343	MGLL
59277	NTN4
617	BCS1L
9891	NUAK1
54878	DPP8
9187	SLC24A1
55205	ZNF532
8578	SCARF1
3998	LMAN1
51495	HACD3
26034	IPCEF1
23140	ZZEF1
50508	NOX3
2023	ENO1
6557	SLC12A1
56005	MYDGF
57719	ANO8
51175	TUBE1
55160	ARHGEF10L
7294	TXK
9671	WSCD2
3785	KCNQ2
6865	TACR2
64431	ACTR6
54962	TIPIN
6717	SRI
8672	EIF4G3
79023	NUP37
10371	SEMA3A
51512	GTSE1
10512	SEMA3C
55020	TTC38
38	ACAT1
23151	GRAMD4
9620	CELSR1
7479	WNT8B
27332	ZNF638
55972	SLC25A40
29090	TIMM21
119	ADD2
2249	FGF4
9462	RASAL2
9605	VPS9D1
7587	ZNF37A
4140	MARK3
5250	SLC25A3
64778	FNDC3B
2355	FOSL2
27091	CACNG5
27092	CACNG4
285527	FRYL
23505	TMEM131
6624	FSCN1
60	ACTB
55034	MOCOS
5337	PLD1
479	ATP12A
284403	WDR62
1739	DLG1
7879	RAB7A
55973	BCAP29
25956	SEC31B
9733	SART3
55843	ARHGAP15
113457	TUBA3D
5076	PAX2
23016	EXOSC7
22920	KIFAP3
23609	MKRN2
4175	MCM6
25996	REXO2
10179	RBM7
5939	RBMS2
11176	BAZ2A
25930	PTPN23
4292	MLH1
7374	UNG
2329	FMO4
27252	KLHL20
8786	RGS11
113235	SLC46A1
5362	PLXNA2
10615	SPAG5
88455	ANKRD13A
7163	TPD52
32	ACACB
9618	TRAF4
55824	PAG1
55094	GPATCH1
3385	ICAM3
22978	NT5C2
4162	MCAM
2239	GPC4
55796	MBNL3
57662	CAMSAP3
5909	RAP1GAP
56949	XAB2
9138	ARHGEF1
6813	STXBP2
5609	MAP2K7
27231	NMRK2
8527	DGKD
83992	CTTNBP2
51412	ACTL6B
5915	RARB
7155	TOP2B
56889	TM9SF3
4791	NFKB2
29089	UBE2T
4660	PPP1R12B
54431	DNAJC10
2975	GTF3C1
3566	IL4R
23032	USP33
5063	PAK3
827	CAPN6
1641	DCX
6626	SNRPA
9576	SPAG6
56915	EXOSC5
1781	DYNC1I2
54518	APBB1IP
4034	LRCH4
143684	FAM76B
51548	SIRT6
7299	TYR
10714	POLD3
88	ACTN2
832	CAPZB
7107	GPR137B
10003	NAALAD2
79960	JADE1
203427	SLC25A43
7319	UBE2A
2260	FGFR1
8468	FKBP6
27127	SMC1B
2192	FBLN1
8516	ITGA8
8530	CST7
4133	MAP2
9063	PIAS2
273	AMPH
369	ARAF
56922	MCCC1
27074	LAMP3
2191	FAP
10529	NEBL
55331	ACER3
3093	UBE2K
5289	PIK3C3
55728	N4BP2
57103	TIGAR
7289	TULP3
8871	SYNJ2
108	ADCY2
5527	PPP2R5C
5379	PMS2P1
54715	RBFOX1
2782	GNB1
3205	HOXA9
1906	EDN1
8028	MLLT10
55063	ZCWPW1
117	ADCYAP1R1
26281	FGF20
27334	P2RY10
9452	ITM2A
4898	NRDC
7419	VDAC3
5108	PCM1
57690	TNRC6C
9139	CBFA2T2
1620	BRINP1
83737	ITCH
27039	PKD2L2
58476	TP53INP2
51150	SDF4
57644	MYH7B
80341	BPIFB2
7161	TP73
54472	TOLLIP
51619	UBE2D4
27098	CLUL1
862	RUNX1T1
1015	CDH17
9984	THOC1
51661	FKBP7
114880	OSBPL6
6507	SLC1A3
7520	XRCC5
56925	LXN
11262	SP140
8569	MKNK1
7145	TNS1
57455	REXO1
56681	SAR1A
8556	CDC14A
10411	RAPGEF3
634	CEACAM1
29843	SENP1
51207	DUSP13
23152	CIC
3991	LIPE
2222	FDFT1
5050	PAFAH1B3
4983	OPHN1
173	AFM
3835	KIF22
10590	SCGN
55604	CARMIL1
5236	PGM1
1653	DDX1
1785	DNM2
2037	EPB41L2
22999	RIMS1
26002	MOXD1
8417	STX7
11158	RABL2B
9817	KEAP1
55510	DDX43
5794	PTPRH
1638	DCT
51006	SLC35C2
131544	CRYBG3
285220	EPHA6
6344	SCTR
5991	RFX3
55183	RIF1
23011	RAB21
8671	SLC4A4
6595	SMARCA2
50700	RDH8
27244	SESN1
11043	MID2
139212	DNAAF6
50509	COL5A3
10847	SRCAP
9933	PUM3
1361	CPB2
1136	CHRNA3
3781	KCNN2
4850	CNOT4
5663	PSEN1
1371	CPOX
56650	CLDND1
5891	MOK
3320	HSP90AA1
5933	RBL1
22839	DLGAP4
22997	IGSF9B
3080	CFHR2
114819	CROCCP3
10403	NDC80
23431	AP4E1
54665	RSBN1
260425	MAGI3
2920	CXCL2
174	AFP
1286	COL4A4
6932	TCF7
28962	OSTM1
1005	CDH7
50939	IMPG2
57092	PCNP
55218	EXD2
384	ARG2
4208	MEF2C
5788	PTPRC
779	CACNA1S
5317	PKP1
79876	UBA5
9262	STK17B
8555	CDC14B
22869	ZNF510
4036	LRP2
440515	ZNF506
65094	JMJD4
11266	DUSP12
65985	AACS
9812	DELE1
6561	SLC13A1
93664	CADPS2
56131	PCDHB4
56142	PCDHA6
56113	PCDHGA2
51668	HSPB11
23239	PHLPP1
5205	ATP8B1
3595	IL12RB2
6604	SMARCD3
55100	WDR70
2533	FYB1
58538	MPP4
55437	STRADB
9689	BZW1
5241	PGR
114899	C1QTNF3
4200	ME2
55322	C5orf22
905	CCNT2
57579	FAM135A
1310	COL19A1
23136	EPB41L3
22837	COBLL1
1741	DLG3
3776	KCNK2
56256	SERTAD4
7188	TRAF5
29093	MRPL22
25929	GEMIN5
4986	OPRK1
4779	NFE2L1
54437	SEMA5B
2932	GSK3B
3693	ITGB5
23085	ERC1
7514	XPO1
10141	LINC01587
11342	RNF13
80036	TRPM3
79728	PALB2
23033	DOP1A
57226	LYRM2
594	BCKDHB
7994	KAT6A
79670	TUT7
